Temp?ature1	Temp?ature2	Temp?ature3	Temp?ature4	Temp?ature5	Temp?ature6	Temp?ature7
79.07791	18.92709	79.91867	237.66486	79.52489	9.84376	9.85165
79.09308	18.9373	79.88698	237.70445	79.42984	9.84179	9.85198
79.07286	18.96283	79.89604	237.6896	79.53846	9.84409	9.85198
79.08803	18.9322	79.87793	237.71435	79.44794	9.84212	9.85198
79.05769	18.94241	79.90056	237.84302	79.38457	9.84376	9.85066
79.07791	18.92198	79.93677	237.84302	79.42531	9.84212	9.85066
79.0678	18.92198	79.81004	237.84796	79.43436	9.84376	9.85099
79.05264	18.92709	79.86888	237.93704	79.47057	9.84113	9.85132
79.06275	18.94241	79.89604	237.8925	79.3891	9.84343	9.85066
79.09308	18.91177	79.76478	237.96674	79.45247	9.84212	9.85132
79.05769	18.94751	79.95488	238.03107	79.38005	9.8431	9.85001
79.0678	18.89646	79.81004	238.02117	79.42078	9.84179	9.85198
79.04253	18.98326	79.85077	238.05581	79.4072	9.8431	9.85198
79.09308	18.94241	79.85983	238.00633	79.42984	9.84244	9.85296
79.07791	18.94751	79.86435	238.08551	79.44341	9.84343	9.85066
79.07791	18.92198	79.9594	238.01127	79.41626	9.84146	9.85165
79.07286	18.94241	79.86435	238.20428	79.39815	9.8431	9.85066
79.10825	18.92709	79.78741	237.99643	79.51131	9.84146	9.85132
79.05769	18.95262	79.90056	238.13004	79.42984	9.84343	9.85033
79.05769	18.9322	79.90961	238.07066	79.44794	9.84146	9.85132
79.04758	18.91688	79.78288	238.07066	79.32573	9.8431	9.85165
79.0678	18.89646	79.82814	237.96179	79.3891	9.84212	9.85198
79.07286	18.95773	79.90056	238.01127	79.57015	9.84343	9.85132
79.08297	18.94751	79.90509	237.95189	79.48415	9.84179	9.85231
79.06275	18.91688	79.86888	238.07066	79.52036	9.84343	9.85099
79.09814	18.95262	79.90509	237.96179	79.42984	9.84244	9.85099
79.07286	18.94241	79.84172	237.95189	79.33478	9.84376	9.85066
79.08297	18.89646	79.84625	237.99643	79.37099	9.84146	9.85165
79.09308	18.94751	79.83719	238.11025	79.38005	9.8431	9.85099
79.10319	18.9322	79.95035	237.8925	79.38005	9.84146	9.85231
79.07791	18.95262	79.88698	237.94199	79.38005	9.84343	9.85198
79.08803	18.9322	79.88698	237.9123	79.4932	9.84179	9.85165
79.08803	18.94751	79.8553	237.92714	79.47962	9.84409	9.85132
79.10825	18.9322	79.84172	237.87766	79.43436	9.84179	9.85198
79.05769	18.92198	79.84625	237.88755	79.32573	9.8431	9.85165
79.09308	18.92198	79.83267	237.87271	79.37552	9.84146	9.85132
79.07791	18.95262	79.87793	237.78363	79.36194	9.84343	9.85066
79.07286	18.92198	79.92319	237.87271	79.41626	9.84179	9.85165
79.07286	18.90667	79.93677	237.81827	79.46604	9.84409	9.85099
79.07791	18.90667	79.82814	237.81827	79.37099	9.84212	9.85132
79.05769	18.96283	79.82814	237.56093	79.32573	9.84343	9.85066
79.05264	18.92198	79.8553	237.57083	79.43889	9.84212	9.85198
79.05264	18.95262	79.86435	237.46196	79.42531	9.84343	9.85198
79.09308	18.89135	79.9413	237.44216	79.43436	9.84179	9.85066
79.08297	18.94751	79.9413	237.41742	79.43889	9.8431	9.85033
79.07791	18.90156	79.87793	237.22937	79.46152	9.84212	9.85099
79.07791	18.94751	79.8553	237.20462	79.51583	9.84409	9.85001
79.09308	18.91688	79.90961	237.15513	79.44341	9.84212	9.85231
79.07286	18.95262	79.84625	237.16008	79.4072	9.84277	9.85066
79.08297	18.91177	79.8553	237.23926	79.42531	9.84179	9.85132
79.08297	18.94241	79.90509	237.27885	79.44794	9.84409	9.85198
79.1133	18.91177	79.89151	237.3036	79.50225	9.84179	9.85231
79.09814	18.90667	79.89604	237.26401	79.44794	9.84409	9.85198
79.08297	18.92198	79.86435	237.32339	79.42531	9.84277	9.85165
79.06275	18.91177	79.85077	237.3135	79.50225	9.84343	9.85132
79.08803	18.92198	79.87793	237.25411	79.37099	9.84179	9.85099
79.04758	18.94241	79.85983	237.26896	79.4072	9.84343	9.85066
79.0678	18.90156	79.80551	237.31844	79.38457	9.84212	9.85099
79.07791	18.96794	79.87793	237.19472	79.47962	9.84277	9.85099
79.06275	18.91688	79.86888	237.2838	79.43889	9.84212	9.85099
79.05264	18.94751	79.80098	237.25906	79.48415	9.84409	9.85132
79.0678	18.90156	79.76025	237.29865	79.4072	9.84244	9.85231
79.05264	18.94751	79.86888	237.35309	79.43436	9.8431	9.85033
79.07286	18.91177	79.86888	237.38773	79.42984	9.84179	9.85165
79.08803	18.90667	79.76478	237.39268	79.3891	9.8431	9.85099
79.08803	18.90667	79.89604	237.3036	79.4072	9.84146	9.85066
79.0678	18.94241	79.89151	237.42237	79.4072	9.8431	9.85001
79.07791	18.92198	79.83267	237.46196	79.44794	9.84212	9.85066
79.05769	18.95773	79.77835	237.37783	79.47057	9.84376	9.85033
79.08297	18.95262	79.90056	237.37288	79.43436	9.84244	9.85165
79.07791	18.92198	79.7512	237.38773	79.43436	9.84277	9.85066
79.08297	18.92709	79.79646	237.32834	79.36647	9.84113	9.85198
79.06275	18.94751	79.92319	237.37288	79.43436	9.84376	9.85165
79.12341	18.9322	79.87793	237.37783	79.45247	9.84244	9.85264
79.10825	18.96794	79.82362	237.32339	79.44341	9.8431	9.85099
79.07791	18.96794	79.90961	237.25411	79.35289	9.84343	9.85132
79.07791	18.92709	79.90056	237.2838	79.33478	9.84409	9.85099
79.08803	18.89646	79.90056	237.16008	79.41173	9.8431	9.85099
79.07286	18.89646	79.81909	237.10565	79.42078	9.84277	9.85033
79.05769	18.89135	79.86888	237.1106	79.3891	9.84277	9.85198
79.06275	18.91688	79.88246	237.17493	79.4072	9.84343	9.85165
79.07286	18.90667	79.88246	236.99182	79.48415	9.84343	9.85198
79.07286	18.91177	79.91414	237.05121	79.39363	9.84376	9.85198
79.12847	18.90156	79.86888	237.07595	79.37099	9.84343	9.85198
79.05769	18.91688	79.87793	237.06606	79.37552	9.84343	9.85132
79.07791	18.91688	79.8553	236.99677	79.43889	9.84244	9.85132
79.07791	18.91688	79.88698	236.99182	79.48415	9.84277	9.85099
79.09308	18.92709	79.74214	236.92749	79.4751	9.8431	9.85132
79.1133	18.9322	79.81909	236.73449	79.38005	9.84212	9.85132
79.09308	18.94241	79.87793	236.84336	79.36647	9.84343	9.85165
79.10319	18.9322	79.90056	236.79387	79.39815	9.84343	9.85132
79.09814	18.9322	79.88698	236.80872	79.4932	9.84343	9.85198
79.05769	18.94751	79.8734	236.75428	79.34384	9.84244	9.85165
79.08803	18.9322	79.90509	236.78892	79.46604	9.8431	9.85165
79.09308	18.9322	79.7512	236.66521	79.39363	9.84244	9.85132
79.08297	18.94241	79.82362	236.76418	79.49773	9.84277	9.85132
79.08803	18.9373	79.87793	236.78892	79.47962	9.8431	9.85033
